TRACKINGNUMBER,NAME,PHYSICALADDRESS,PHYSICALCITY,FACTYPE,LATITUDE,LONGITUDE
GEDS-7E5SWY,Subway #28648,15976 108 Ave,Surrey,Restaurant,49.19859349,-122.77942957
GEDS-673PBP,Subway #30456,13578 88 Ave,Surrey,Restaurant,49.16252604,-122.847019
RORS-65WV39,Subway #32336,12355 Pattullo Pl,Surrey,Restaurant,49.20327931,-122.87979882
GEDS-6VYU4Q,Subway #33525,17755 64 Ave,Surrey,Restaurant,49.11895346,-122.73146436
LCAL-6TFNHK,Subway #34848,2255 King George Blvd,Surrey,Restaurant,49.04293235,-122.79076195
JDSO-AE8L4A,Subway #37799,3278 King George Blvd,Surrey,Restaurant,49.06115882,-122.81215251
GEDS-7LM26E,Subway #42292,2285 160 St,Surrey,Restaurant,49.04321227,-122.78006799
GEDS-7W4PCC,Subway #44714,8050 King George Blvd,Surrey,Restaurant,49.14889075,-122.84525499
SDFO-87ZM4C,Subway #47192,2725 192 St,Surrey,Restaurant,49.05220052,-122.69181883
SDFO-8HKPEW,Subway #50417,15905 Fraser Hwy,Surrey,Restaurant,49.15907102,-122.78175449
JDSO-ADTMFH,Subway #50726,14370 64 Ave,Surrey,Restaurant,49.11891376,-122.82421638
NDAA-8Y2SCD,Subway #52643,12477 88 Ave,Surrey,Restaurant,49.16395195,-122.8770559
NDAA-8PYQHK,Subway #52889,15122 72 Ave,Surrey,Restaurant,49.13351251,-122.8026091
NDAA-9MCRET,Subway #55162,14313 Crescent Rd,Surrey,Restaurant,49.06762733,-122.82500731
NDAA-93RQHM,Subway #55832,9538 120 St,Surrey,Restaurant,49.17636045,-122.88985808
ACAK-985U78,Subway #57253,13245 72 Ave,Surrey,Restaurant,49.13385503,-122.85542502
SPLH-9KKTA9,Subway #60205,2525 160 St,Surrey,Restaurant,49.04757106,-122.77952913
SPLH-9LFRR7,Subway #61612,7350 120 St,Surrey,Restaurant,49.13641534,-122.88850607
SWOD-9UKPY4,Subway #63408,13737 96 Ave,Surrey,Restaurant,49.17720977,-122.84275097
HCAR-B6K24K,Subway #6966,13479 108 Ave,Surrey,Restaurant,49.19909426,-122.84929608
GEDS-67NPGB,Subway #7665,12080 Nordel Way,Surrey,Restaurant,49.16109806,-122.8886041
SWOD-AFPRZP,Subway #7752,13745 72 Ave,Surrey,Restaurant,49.13376451,-122.84112685
ACAK-9BETLP,Subway (Guildford Mall),10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
NDAA-9NUPG4,Subway Sandwiches,19186 96 Ave,Surrey,Restaurant,49.17680764,-122.69107293
HCAR-B6KN9C,Sugar Patisserie,17767 64 Ave,Surrey,Restaurant,49.11898358,-122.7302435
GEDS-6TJMVF,Sullivan Heights Secondary School Food Service,6248 144 St,Surrey,Restaurant,49.11574585,-122.82294334
NDAA-ATHRDW,Sumerian Grill,10671A King George Blvd,Surrey,Restaurant,49.19632915,-122.84542729
GEDS-7UWVFC,Suncreek Village,13687 62 Ave,Surrey,Restaurant,49.115637,-122.84282495
SWOD-APTQFP,Suncrest Retirement Community,2567 King George Blvd,Surrey,Restaurant,49.04856106,-122.79778281
HCAR-BAEUWY,Sunflower Catering,2643 128 St,Surrey,Restaurant,49.05053022,-122.867608
GEDS-6L7TYA,Sunflower Organics & Deli,12310 Beecher St,Surrey,Restaurant,49.05290119,-122.88077647
HCAR-AWTMSA,Sunny Dragon Restaurant,15988 Fraser Hwy,Surrey,Restaurant,49.15724844,-122.77953862
A020313    ,Sunny's Clydesdale Inn Pub,17630 56 Ave,Surrey,Restaurant,49.10399668,-122.73409809
RORS-66F2E2,Sunnyside Manor Food Service,15340 17 Ave,Surrey,Restaurant,49.03280525,-122.79738127
GEDS-66CSJH,Sunnyside Park Concession,15455 26 Ave,Surrey,Restaurant,49.04941155,-122.79443357
NDAA-9KDS9C,Branch 8 Canteen,2290 152 St,Surrey,Restaurant,49.04347012,-122.80094784
SWOD-A7W29Q,Branches Coffee House,1420 172 St,Surrey,Restaurant,49.02738135,-122.7421519
SDFO-8C524N,Bread Garden Catering,12117 86 Ave,Surrey,Restaurant,49.15976699,-122.8871212
SDFO-8MELM2,Breakthrough Lodge,2695 McBride Ave,Surrey,Restaurant,49.05179389,-122.88395292
GEDS-66JRRA,Brewster's Pub,7380 King George Blvd,Surrey,Restaurant,49.13673593,-122.84521073
ACAK-98UPSS,Bridgeview Community Centre,11475 126A St,Surrey,Restaurant,49.2114071,-122.87105494
NDAA-9PMT9A,Bright Path - Clayton Hills,7239 192 St,Surrey,Restaurant,49.13410743,-122.69113526
GEDS-7VFVD6,Brookside Lodge,19550 Fraser Hwy,Surrey,Restaurant,49.11414136,-122.68094401
HCAR-AZ3U3W,Browns Socialhouse (Grandview),16030 24 Ave,Surrey,Restaurant,49.04521951,-122.77797867
SPLH-A9VTH3,Browns Socialhouse (Surrey Centre),9666 King George Blvd,Surrey,Restaurant,49.1787182,-122.84525863
NDAA-9E4S4N,Browns Socialhouse Semiahmoo,1601 152 St,Surrey,Restaurant,49.03116992,-122.80130881
A013601    ,Brownsville Bar Marine Pub,11940 Old Yale Rd,Surrey,Restaurant,49.20355939,-122.89170267
SDFO-8MYVG8,Bubble 88,10209 King George Blvd,Surrey,Restaurant,49.188066,-122.84605925
HCAR-BDGRHU,Bubble Tea Share Tea,9965 152 St,Surrey,Restaurant,49.18379312,-122.80127286
SHEN-AP8QHC,Bubble Waffle Cafe (Surrey),10090 152 St,Surrey,Restaurant,49.18575463,-122.80058146
GEDS-69FS3G,Bubble World (Surrey),10090 152 St,Surrey,Restaurant,49.18575463,-122.80058146
GEDS-7BLPWS,Bucky's West Coast Pizzeria,15562 24 Ave,Surrey,Restaurant,49.04542515,-122.79137674
HCAR-B7CRV4,Buona Pizza,13402 104 Ave,Surrey,Restaurant,49.19147564,-122.85085672
MARO-AZJM7Z,Burger King,10344 King George Blvd,Surrey,Restaurant,49.19041518,-122.84507046
A016919    ,Burger King #08302,7488 King George Blvd,Surrey,Restaurant,49.13853724,-122.84525515
GEDS-6S3UVB,Burger King #15397,12525 88 Ave,Surrey,Restaurant,49.16333834,-122.87572905
PNEL-8R5UF2,Burger King #18301,10153 King George Hwy,Surrey,Restaurant,49.18592247,-122.84584777
PNEL-8Q9REB,Burger King #18332,10355 120 St,Surrey,Restaurant,49.19095424,-122.89075692
SHEN-9PQSQD,Buy-Low Foods #080072 - Bakery/Deli,14865 108 Ave,Surrey,Restaurant,49.19944197,-122.809511
SPLH-ASQTDV,C-Lovers Fish and Chips (South Surrey),2655 King George Blvd,Surrey,Restaurant,49.05031497,-122.79990787
SHEN-A79QF4,Cabizerra Bistro,14775 108 Ave,Surrey,Restaurant,49.19888515,-122.813407
GEDS-6X9W53,Cactus Club Cafe (South Point),15079 32 Ave,Surrey,Restaurant,49.06028082,-122.80492472
SDFO-8MLMNB,Cafe Central,10350 University Dr,Surrey,Restaurant,49.19066593,-122.84946025
ACAK-8VHNXU,Cafe Madras,8381 128 St,Surrey,Restaurant,49.15512434,-122.86935706
HCAR-B7YVJY,Cafe Nelly,13401 108 Ave,Surrey,Restaurant,49.1990937,-122.85025486
SDFO-8MXMMA,Calgary Sweets,7928 128 St,Surrey,Restaurant,49.14675376,-122.86766512
GEDS-7X3VKR,Calvary Christian Church,16293 104 Ave,Surrey,Restaurant,49.19200637,-122.77081733
GEDS-66ZW24,Calypso Foods,8322 130 St,Surrey,Restaurant,49.15374911,-122.86203637
SWOD-9X7QKV,Camy's Pizza,12849 96 Ave,Surrey,Restaurant,49.1773134,-122.86594137
A019458    ,Canadian 2 For 1 Pizza (152nd St),10070 152 St,Surrey,Restaurant,49.18541427,-122.80059532
GEDS-6ZNPG3,Canadian 2 For 1 Pizza (72nd Ave),13791 72 Ave,Surrey,Restaurant,49.13426936,-122.83906049
GEDS-5Z6MPG,Canadian Singh Sabha Gurdwara Society,8115 132 St,Surrey,Restaurant,49.15020581,-122.85711154
PNEL-8QKN49,Canuel Caterers - Agriplex,6050A 176 St,Surrey,Restaurant,49.11225879,-122.73472819
PNEL-8QKN5F,Canuel Caterers - Stetson Bowl,6050A 176 St,Surrey,Restaurant,49.11225879,-122.73472819
HCAR-BA2VF7,Canuel Caterers-Life Labs (Surrey),7455 130 St,Surrey,Restaurant,49.13852906,-122.86201728
SWOD-AHFN3G,Captain Meat & Poultry Ltd (72nd Ave),13753 72 Ave,Surrey,Restaurant,49.13377078,-122.84058109
GEDS-7CVR6H,CareLife Fleetwood - Food Service,8265 159 St,Surrey,Restaurant,49.15269221,-122.78202227
SHEN-A6LW3S,Carl's Jr. Restaurants,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
HCAR-ATQP7E,Castro's Tacos,13646 Grosvenor Rd,Surrey,Restaurant,49.19962849,-122.84402627
NDAA-8WQS48,Catering Visions,13375 115 Ave,Surrey,Restaurant,49.21175112,-122.85178846
HCAR-B6HSJ7,Caveman Pizza,15355 24 Ave,Surrey,Restaurant,49.04583671,-122.79750443
A013627    ,Cedar Grove Child Development Centre Food Service,10330 144 St,Surrey,Restaurant,49.19047368,-122.82282352
SPLH-9P8MJG,CEFA - Fleetwood,16050 Fraser Hwy,Surrey,Restaurant,49.15664752,-122.77745304
NDAA-9QXQR7,Cefa Early Learning,5446 152 St,Surrey,Restaurant,49.10133068,-122.80073673
NDAA-9E9SK8,Cefa Guildford,10172 152A St,Surrey,Restaurant,49.18732171,-122.7992571
NDAA-AC7QX3,CEFA South Surrey/Morgan Crossing,15355 24 Ave,Surrey,Restaurant,49.04583671,-122.79750443
GEDS-65BNJH,Celebration & Rainbow Manor Food Service,10130 159A St,Surrey,Restaurant,49.18640578,-122.77991666
HCAR-B7KUTN,Central Cafe,10252 City Pky,Surrey,Restaurant,49.18909542,-122.8473918
GEDS-66KMAS,Central City Brewing Company,13450 102 Ave,Surrey,Restaurant,49.18791904,-122.84876653
NDAA-ATHQYX,Centric Culinary Inc,18394 Fraser Hwy,Surrey,Restaurant,49.1287315,-122.71321455
SHEN-9Z5V5E,Chaba Thai Restaurant,5723 176 St,Surrey,Restaurant,49.10638755,-122.73519222
SHEN-9YTPMB,Chan's Kitchen,15277 100 Ave,Surrey,Restaurant,49.1844401,-122.79879019
SHEN-9W7N2C,Charcoal & Woodz,17530 64 Ave,Surrey,Restaurant,49.11854087,-122.73720867
GEDS-84RSPW,Charley's Philly Steaks,10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.84584777
SHEN-B5KPPF,Chatime,2950 King George Blvd,Surrey,Restaurant,49.0556839,-122.80555767
SHEN-A63NQL,Chatime,10255 King George Blvd,Surrey,Restaurant,49.18915003,-122.84575001
SPLH-AUXP4D,Cheema Bros Meat Shop,12477 88 Ave,Surrey,Restaurant,49.16395195,-122.8770559
ACAK-8WDT8J,Chef's Kebab Restaurant,16225 Fraser Hwy,Surrey,Restaurant,49.15490374,-122.77200069
SDFO-8P2P32,Sunrise Cafe,13458 107A Ave,Surrey,Restaurant,49.1971863,-122.849782
A016851    ,Sunshine Place Food Service,1504 160 St,Surrey,Restaurant,49.02933335,-122.77895105
NDAA-9NVPPU,Super Pho VN Cuisine,9544 120 St,Surrey,Restaurant,49.17643548,-122.88986366
GEDS-7HVQF2,Super Vege Pizza,15299 68 Ave,Surrey,Restaurant,49.12656472,-122.79923406
GEDS-65GQZK,Superior Produce,6350 120 St,Surrey,Restaurant,49.11815677,-122.8900634
SHEN-AP8MCX,Surrey - Punjab Dhaba,12830 96 Ave,Surrey,Restaurant,49.17696905,-122.86709444
A019780    ,Surrey Arts Centre (Bar Concession),13750 88 Ave,Surrey,Restaurant,49.16216661,-122.84241304
A019546    ,Surrey Canadian Baseball (Lionel Courchene Park),99 Ave & 154 St,Surrey,Restaurant,49.18255527,-122.79538726
GEDS-6KSUZ7,Surrey Catering,10528 City Pky,Surrey,Restaurant,49.19397122,-122.84794051
GEDS-84RPVZ,Surrey Damiko Sushi,2950 King George Blvd,Surrey,Restaurant,49.0556839,-122.80555767
SWOD-9YWMPT,Surrey Golf Club Bar,7700 168 St,Surrey,Restaurant,49.14223836,-122.75631552
SWOD-9YWNBN,Surrey Golf Club Kitchen,7700 168 St,Surrey,Restaurant,49.14223836,-122.75631552
GEDS-6BENH6,Surrey House of Grace,13557 King George Blvd,Surrey,Restaurant,49.1999235,-122.8464752
RORS-67JTWY,Surrey Memorial Hospital #63229 (Java Express),13750 96 Ave,Surrey,Restaurant,49.1768222,-122.84244062
HCAR-B6VVH9,Surrey Memorial Hospital - Tim Horton's #8450,13750 96 Ave,Surrey,Restaurant,49.1768222,-122.84244062
RORS-67JU29,Surrey Memorial Hospital Cafeteria #63229,13750 96 Ave,Surrey,Restaurant,49.1768222,-122.84244062
A018835    ,Surrey Memorial Hospital Food Service,13750 96 Ave,Surrey,Restaurant,49.1768222,-122.84244062
A016986    ,Surrey Pretrial Centre #60614,14323 57 Ave,Surrey,Restaurant,49.10680826,-122.82605602
SHEN-9SSQ4C,Surrey Taxation Centre Cafe #63309,9755 King George Blvd,Surrey,Restaurant,49.17954334,-122.84592467
NDAA-9EBMZR,Surrey Urban Mission Society,10776 King George Blvd,Surrey,Restaurant,49.19846609,-122.84494866
HCAR-AWN28U,Surrey Veggi Pizza & Sub,8077 King George Blvd,Surrey,Restaurant,49.1494583,-122.8460133
SPLH-A9UT9Z,Sushi California (Surrey),10320 152A St,Surrey,Restaurant,49.18995301,-122.79924336
SWOD-AHPUXZ,Sushi King George,10344 King George Hwy,Surrey,Restaurant,49.19041518,-122.84507046
PNEL-8SCPDC,Sushi King House,17617 56 Ave,Surrey,Restaurant,49.10429566,-122.73436484
GEDS-6L7MRP,Sushi Line Japanese Restaurant,7380 King George Blvd,Surrey,Restaurant,49.13673593,-122.84521073
NDAA-9FLQ9K,Sushi Plus,10777 University Dr,Surrey,Restaurant,49.19836169,-122.85109663
HCAR-B9RRK2,Sushi Tengoku,10194 152 St,Surrey,Restaurant,49.1876798,-122.80063616
NDAA-9ENPNZ,Sushi Topia,6350 120 St,Surrey,Restaurant,49.11815677,-122.8900634
PNEL-8QMN5H,Sushi Train Restaurant,15380 102A Ave,Surrey,Restaurant,49.18859323,-122.79625235
NDAA-8YKME8,Sushi Zen,14839 108 Ave,Surrey,Restaurant,49.19943029,-122.81071833
HCAR-ASNTAD,Swagat Indian Sweets and Restaurant,9547 152 St,Surrey,Restaurant,49.17590414,-122.80128332
ACAK-9BETE2,Sweet Factory (Surrey),10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
HCAR-AW6REQ,Sweets 64,14330 64 Ave,Surrey,Restaurant,49.11851305,-122.82521495
ACAK-8UXTZM,Swiss Chalet Rotisserie & Grill #1257,7488 King George Blvd,Surrey,Restaurant,49.13853724,-122.84525515
A019703    ,T&T (Surrey) Bakery,15277 100 Ave,Surrey,Restaurant,49.1844401,-122.79879019
GEDS-6NLQG9,T&T Supermarket #13 - Bakery,10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.84584777
GEDS-6NLQMW,T&T Supermarket #13 - Hot Deli Section,10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.84584777
GEDS-6NLQRN,T&T Supermarket #13 - Sushi Section,10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.84584777
HCAR-BAERRU,T&T Supermarket (Surrey) Deli/Kitchen Dept.,15277 100 Ave,Surrey,Restaurant,49.1844401,-122.79879019
JDSO-ACRPBU,Taco Del Mar #1071,18775 Fraser Hwy,Surrey,Restaurant,49.12479487,-122.7020931
SWOD-A3GLTE,Taco Del Mar (Surrey),1797 152 St,Surrey,Restaurant,49.03448175,-122.80146488
NDAA-9P9TD5,Taco Time (120th St),8942 120 St,Surrey,Restaurant,49.16539026,-122.89007861
KSMH-AQCTH5,Tae Yang Gak Restaurant,10330 152 St,Surrey,Restaurant,49.19027016,-122.80009284
SWOD-APVTT6,Taj Park Convention Centre,8580 132 St,Surrey,Restaurant,49.15857733,-122.85548057
NDAA-9NUPRB,Take Five Cafe,13450 104 Ave,Surrey,Restaurant,49.19146408,-122.84889886
A017154    ,Tamanawis Secondary School Cafeteria,12600 66 Ave,Surrey,Restaurant,49.1227153,-122.87242593
LCAL-6TFPM4,Tap Urban Cafe & Lounge,15350 34 Ave,Surrey,Restaurant,49.06361005,-122.79698879
GEDS-7A2PK4,Taste of Africa,10663 King George Blvd,Surrey,Restaurant,49.19643274,-122.845567
SHEN-AZUMAU,Taste of Himalayas,7115 138 St,Surrey,Restaurant,49.1320397,-122.83918107
SPLH-ASQP6M,Taste of Pho,13979 104 Ave,Surrey,Restaurant,49.19166232,-122.83464941
JDSO-ACPLHD,Taste Of Punjab Restaurant,10009 Whalley Blvd,Surrey,Restaurant,49.18485188,-122.84347392
NDAA-9A6NSR,Tastefully Yours By Jeff,19329 Enterprise Way,Surrey,Restaurant,49.10834689,-122.6878435
A019861    ,Tasters Bakery,10090 152 St,Surrey,Restaurant,49.18575463,-122.80058146
NDAA-9H7NNW,Tasty Donair & Company Inc.,13711 72 Ave,Surrey,Restaurant,49.13375945,-122.84256011
PNEL-8RBQFL,Tasty Sandwich,14351 104 Ave,Surrey,Restaurant,49.19172759,-122.82418348
PNEL-8SNLX7,Texx Big Burger,14783 108 Ave,Surrey,Restaurant,49.19888028,-122.81312507
SDFO-8LQSRL,Thai By Thai Restaurant,9164 120 St,Surrey,Restaurant,49.16981011,-122.88997782
NDAA-9C3S9V,Thai Express,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
SDFO-8GGQ3X,Thai Express (Central City),10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.84584777
SWOD-AQHT2B,Thali Sweets and Restaurant,15932 96 Ave,Surrey,Restaurant,49.17674494,-122.78081937
NDAA-9GRQLB,The Barrel Public House,7115 138 St,Surrey,Restaurant,49.1320397,-122.83918107
HCAR-BA9R6L,The Bean Factory,18812 96 Ave,Surrey,Restaurant,49.17684416,-122.70088859
NDAA-97WT8K,The Cabin,12302 Beecher St,Surrey,Restaurant,49.05286101,-122.88097817
A019554    ,Cherington Place Food Service,13453 111A Ave,Surrey,Restaurant,49.20548586,-122.84929835
NDAA-9EWU8F,Chili House Restaurant,19571 Fraser Hwy,Surrey,Restaurant,49.11450481,-122.68063504
HCAR-BCGPK4,Chilli Bar,2755 192 St,Surrey,Restaurant,49.05247451,-122.69181713
A019021    ,China Village Wonton House,9644 King George Blvd,Surrey,Restaurant,49.17776025,-122.84529704
SHEN-A7LVFF,Chipotle Mexican Grill,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
GEDS-5Y7VCY,Choice Billiards & Cafe,7728 128 St,Surrey,Restaurant,49.1427663,-122.86766933
MARO-AZ3TU9,Choices Market (#787) - Deli,3248 King George Blvd,Surrey,Restaurant,49.06103122,-122.81198806
SHEN-A6QNHL,Chongqing Restaurant,8220 120 St,Surrey,Restaurant,49.15256867,-122.89004467
SPLH-9N6RN7,Chopped Leaf,15775 Croydon Dr,Surrey,Restaurant,49.04768716,-122.78492695
KSMH-AU6VQG,Chopped Leaf,9900 King George Hwy,Surrey,Restaurant,49.18235922,-122.84490698
A018928    ,Chrysalis 22 Food Service,14122 113 Ave,Surrey,Restaurant,49.20750257,-122.83098214
A018912    ,Chrysalis 24 Food Service,14124 113 Ave,Surrey,Restaurant,49.20750257,-122.83098214
SPLH-98CNQM,Chui Hong Korean Chinese Restaurant,15976 108 Ave,Surrey,Restaurant,49.19859349,-122.77942957
A016526    ,Church's Chicken #1715,10542 King George Blvd,Surrey,Restaurant,49.19418298,-122.84498766
A013656    ,Church's Chicken #3630,8434 120 St,Surrey,Restaurant,49.15659098,-122.89007953
A017564    ,Church's Chicken #4475,14877 108 Ave,Surrey,Restaurant,49.19944932,-122.80927913
A018178    ,Church's Chicken #5621,15318 Fraser Hwy,Surrey,Restaurant,49.16467278,-122.79828012
HCAR-B7EQE5,Chutney's Indian Grill,16120 24 Ave,Surrey,Restaurant,49.04472384,-122.776141
GEDS-65QN9E,Cineplex Odeon,12161 72 Ave,Surrey,Restaurant,49.13501244,-122.88650119
SPLH-9KKNN4,Cinnzeo,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
SHEN-9T5QBB,Citrus Bar & Grill,10410 158 St,Surrey,Restaurant,49.19204926,-122.7839164
SHEN-B4GSRS,City Centre Youth Hub (CCYH),10453 Whalley Blvd,Surrey,Restaurant,49.19257695,-122.84234667
HCAR-AWDUMS,Civic Hotel - Catering Kitchen 2nd Floor,13483 103rd Ave,Surrey,Restaurant,49.19029297,-122.84810794
A017441    ,Classic OP Pizza,3189 King George Blvd,Surrey,Restaurant,49.05963853,-122.81161686
HCAR-B55RB5,Clayton Gate Pizza,6820 188 St,Surrey,Restaurant,49.1266045,-122.70143301
A017685    ,Clayton Heights Secondary School Cafeteria,7003 188 St,Surrey,Restaurant,49.12921586,-122.70191415
ACAK-99FQMH,Clover Heights Retirement Home,6209 184 St,Surrey,Restaurant,49.11514003,-122.71285117
A017390    ,Clover Hill Market,5996 184 St,Surrey,Restaurant,49.11122362,-122.71237248
HCAR-B6H25D,Clover Lanes,5814 176A St,Surrey,Restaurant,49.10794053,-122.7334718
GEDS-7ANM86,Clover Ridge Pizza,5989 168 St,Surrey,Restaurant,49.11117004,-122.75683844
A016814    ,Cloverdale Bakery,5780 176A St,Surrey,Restaurant,49.10748286,-122.73348836
SDFO-8LUUGU,Cloverdale Country Farms - Deli,5688 168 St,Surrey,Restaurant,49.10517451,-122.75619765
A016586    ,Cloverdale Ice Arena,6090 176 St,Surrey,Restaurant,49.11322319,-122.73436566
NDAA-9YLSGB,Cloverdale Minor Softball Association Concession #2,6330 168 St,Surrey,Restaurant,49.11721874,-122.75643514
SDFO-8GRKRZ,Cloverdale Recreation Centre,6188 176 St,Surrey,Restaurant,49.11519194,-122.73446036
A018157    ,Coast & Country Diner,17608 56 Ave,Surrey,Restaurant,49.10399109,-122.73468052
HCAR-B9MRLV,COBS Bread #9066,5717 152 St,Surrey,Restaurant,49.10654594,-122.80143853
KHON-6RKPB6,COBS Bread (152nd St),2990 152 St,Surrey,Restaurant,49.05622799,-122.80089259
SHEN-AZ7U52,COBS Bread (16th Ave),12857 16 Ave,Surrey,Restaurant,49.03150395,-122.86585053
SDFO-88VM3L,COBS Bread (Fraser Hwy),18775 Fraser Hwy,Surrey,Restaurant,49.12479487,-122.7020931
KSMH-ARJTF9,COBS Bread (Guildford Town Centre),10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
SHEN-B55NWZ,COBS Bread (Semiahmoo),1711 152 St,Surrey,Restaurant,49.0331143,-122.80166897
HCAR-BD2RZV,Coco Fresh Tea & Juice,10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.84584777
HCAR-AW6UF4,CoCo Fresh Tea & Juice,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
SHEN-AP8QAU,Coffee Monster,15285 101 Ave,Surrey,Restaurant,49.18638766,-122.79867467
A019462    ,Come Share Centre (26th Ave),15008 26 Ave,Surrey,Restaurant,49.04891781,-122.80419909
A020331    ,Come Share Centre (68th Ave),13855 68 Ave,Surrey,Restaurant,49.12674536,-122.83893841
GEDS-66K2CZ,Community Access-Arcus Community Resources Food Service,12388 Pattullo Pl,Surrey,Restaurant,49.20246838,-122.87986064
SDFO-896MB7,Contracted Food Service Provider,5500 180 St,Surrey,Restaurant,49.10172376,-122.72353775
SHEN-APFUUQ,Cooking Secret Restaurant,2982 152 St,Surrey,Restaurant,49.05569682,-122.80090882
HCAR-BD4LQ3,Corner Cafe,19415 56 Ave,Surrey,Restaurant,49.10463067,-122.68521544
SDFO-8L4T27,Corporate Classic Caterers,14033 92 Ave,Surrey,Restaurant,49.17027007,-122.83238285
JDSO-ACMLL6,Corporate Classic Caterers (Nav Canada),7421 135 St,Surrey,Restaurant,49.13725773,-122.84865173
SWOD-A58ML4,Corporate Classics Caterers,14123 92 Ave,Surrey,Restaurant,49.1702696,-122.83101089
GEDS-6N4UKL,Costco Wholesale (Surrey) Snack Bar,7423 King George Blvd,Surrey,Restaurant,49.13844942,-122.84597685
HCAR-BCZV29,Cotto Al Mare,2728 O'Hara Lane,Surrey,Restaurant,49.05251043,-122.88487548
SHEN-APFPYJ,Cranked,16780 64 Ave,Surrey,Restaurant,49.11868842,-122.75753449
NDAA-ALQN84,Crawford Manor,10010 128 St,Surrey,Restaurant,49.18468154,-122.86738782
GEDS-72NPVF,Creekside Withdrawal Management Centre,13740 94A Ave,Surrey,Restaurant,49.17451181,-122.84205001
A017534    ,Crescent Beach Bistro,12251 Beecher St,Surrey,Restaurant,49.05283008,-122.88240408
A016603    ,Crescent Beach Yacht Club,12555 Crescent Rd,Surrey,Restaurant,49.05628746,-122.87133071
HCAR-BDSNEP,Crescent Coffee House,12219 Beecher St,Surrey,Restaurant,49.05263184,-122.88326666
GEDS-6E3N2T,Crescent Gardens Food Service,1222 King George Blvd,Surrey,Restaurant,49.02445374,-122.76678998
SHEN-A7GRE8,The Carvery,2430 King George Blvd,Surrey,Restaurant,49.04649485,-122.79410715
SHEN-A7PRKW,The Clayton Public House,5640 188 St,Surrey,Restaurant,49.10544931,-122.70131471
GEDS-7BRPSU,The Derby Bar and Grill,17637 1 Ave,Surrey,Restaurant,49.00418376,-122.73369638
GEDS-7NPR5Q,The Ellendale Program (Liz's House),11187 Ellendale Dr,Surrey,Restaurant,49.20612691,-122.81184611
GEDS-6BEQNQ,The Gateway,13787 100 Ave,Surrey,Restaurant,49.18446233,-122.84039664
SHEN-APFTAF,The Gourmet Lunch Ladies,10727 135A St,Surrey,Restaurant,49.19753024,-122.84725955
ACAK-984PZN,The Greek Corner,7218 King George Blvd,Surrey,Restaurant,49.1343323,-122.84521322
SHEN-ALXSDR,The Guildford Shelter,14716 104 Ave,Surrey,Restaurant,49.19127333,-122.81420065
NDAA-8ZRP23,The Henry Public House,5708 176 St,Surrey,Restaurant,49.10624944,-122.73474876
NDAA-8ZRPYH,The Henry Public House - Bar,5708 176 St,Surrey,Restaurant,49.10624944,-122.73474876
SHEN-AP8NDS,The Jin Sushi Japanese Restaurant,7360 137 St,Surrey,Restaurant,49.13640026,-122.84263893
SWOD-9Y2R2N,The Lookout Emergency Aid Society,10667 135A St,Surrey,Restaurant,49.19637938,-122.84705681
SHEN-ATTUV4,The Madinaz Restaurant,9320 120 St,Surrey,Restaurant,49.17223237,-122.88991513
SWOD-AMVU3K,The Modern General Store Inc,3388 Rosemary Heights Cres,Surrey,Restaurant,49.06333416,-122.79817335
GEDS-7N9MKV,The Palms Bistro,9008 158 St,Surrey,Restaurant,49.16662849,-122.78337184
SHEN-BBWR8Q,The Pantry Restaurant #04,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
GEDS-6WMPUQ,The Phoenix Centre Food Service,13686 94A Ave,Surrey,Restaurant,49.17453209,-122.8433061
NDAA-8YCRM6,The Residence At Clayton Heights,18788 71 Ave,Surrey,Restaurant,49.13176633,-122.70267748
GEDS-85ZPJW,The Residence at Morgan Heights - Bistro,15955 27 Ave,Surrey,Restaurant,49.05117841,-122.77987497
GEDS-7UWV6W,The Residence at Morgan Heights - Main Kitchen,15955 27 Ave,Surrey,Restaurant,49.05117841,-122.77987497
PGOO-66GTL6,The Roost,13582 68 Ave,Surrey,Restaurant,49.12608084,-122.8460389
GEDS-7R4QDM,The Royal King Palace & Convention Centre,8158 128 St,Surrey,Restaurant,49.15125369,-122.8651168
SHEN-9T8MWG,The Rustic Rooster,5723 176 St,Surrey,Restaurant,49.10638755,-122.73519222
SHEN-ABUP3P,The Samosa House,12837 88 Ave,Surrey,Restaurant,49.16276072,-122.86718741
SHEN-9QASZ2,The Taphouse,15330 102A Ave,Surrey,Restaurant,49.1886146,-122.79749325
